Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
39554044,06/23/2018 05:33:00 PM,06/25/2018 12:00:00 PM,DSNY,Manhattan 06,Overflowing Recycling Baskets,6R Overflowing Recycling Baskets,Sidewalk,10010,283 3 AVENUE,3 AVENUE,EAST 22 STREET,EAST 23 STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,06/25/2018 12:00:00 PM,06 MANHATTAN,1009030001,MANHATTAN,988809,208246,PHONE,Unspecified,MANHATTAN,,,,,,,,40.738262624801926,-73.98354874328433,"(40.738262624801926, -73.98354874328433)"
39618650,06/30/2018 05:38:00 PM,07/02/2018 12:00:00 PM,DSNY,BCC - Queens East,Overflowing Recycling Baskets,6R Overflowing Recycling Baskets,Sidewalk,11363,,,,,235 STREET,41 AVENUE,INTERSECTION,Little Neck,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,07/02/2018 12:00:00 PM,11 QUEENS,,QUEENS,1053770,219462,PHONE,Unspecified,QUEENS,,,,,,,,40.76877551655407,-73.74902019702859,"(40.76877551655407, -73.74902019702859)"
39186565,05/13/2018 04:54:00 PM,05/14/2018 12:00:00 PM,DSNY,Manhattan 04,Overflowing Recycling Baskets,6R Overflowing Recycling Baskets,Sidewalk,10019,,,,,WEST 51 STREET,10 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Sanitation cleaned the location.,05/14/2018 12:00:00 PM,04 MANHATTAN,,MANHATTAN,986651,218100,PHONE,Unspecified,MANHATTAN,,,,,,,,40.76531021023602,-73.99133241757852,"(40.76531021023602, -73.99133241757852)"
38534664,02/23/2018 09:03:00 AM,02/24/2018 12:00:00 PM,DSNY,BCC - Brooklyn South,Overflowing Recycling Baskets,6R Overflowing Recycling Baskets,Sidewalk,11201,205 SMITH STREET,SMITH STREET,WARREN STREET,BALTIC STREET,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,02/24/2018 12:00:00 PM,06 BROOKLYN,3003970001,BROOKLYN,986556,188806,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68490532433471,-73.99168540420952,"(40.68490532433471, -73.99168540420952)"
37582567,11/01/2017 09:38:00 AM,11/03/2017 12:00:00 PM,DSNY,BCC - Brooklyn North,Overflowing Recycling Baskets,6R Overflowing Recycling Baskets,Sidewalk,11203,4319 CHURCH AVENUE,CHURCH AVENUE,EAST 43 STREET,TROY AVENUE,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,11/03/2017 12:00:00 PM,17 BROOKLYN,3048800035,BROOKLYN,1001766,176621,PHONE,Unspecified,BROOKLYN,,,,,,,,40.65144319317462,-73.93687535720322,"(40.65144319317462, -73.93687535720322)"
38820641,03/29/2018 05:07:00 PM,03/30/2018 12:00:00 PM,DSNY,BCC - Queens West,Overflowing Recycling Baskets,6R Overflowing Recycling Baskets,Sidewalk,11106,35-59 28 STREET,28 STREET,,,,,ADDRESS,Astoria,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,03/30/2018 12:00:00 PM,01 QUEENS,4003400001,QUEENS,1003201,215582,PHONE,Unspecified,QUEENS,,,,,,,,40.75837896368701,-73.93159421981676,"(40.75837896368701, -73.93159421981676)"
38728913,03/19/2018 09:39:00 AM,03/19/2018 12:00:00 PM,DSNY,BCC - Bronx,Overflowing Recycling Baskets,6R Overflowing Recycling Baskets,Sidewalk,10468,2925 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,03/19/2018 12:00:00 PM,07 BRONX,2033200028,BRONX,1015065,256834,PHONE,Unspecified,BRONX,,,,,,,,40.87157066802531,-73.88858040723284,"(40.87157066802531, -73.88858040723284)"
37411001,10/11/2017 04:46:00 PM,10/16/2017 12:00:00 PM,DSNY,BCC - Brooklyn South,Overflowing Recycling Baskets,6R Overflowing Recycling Baskets,Sidewalk,11231,,,,,COURT STREET,SACKETT STREET,INTERSECTION,BROOKLYN,,DSNY Garage,Closed,,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",10/16/2017 12:00:00 PM,06 BROOKLYN,,BROOKLYN,985482,188137,PHONE,Unspecified,BROOKLYN,,,,,,,,40.683069286612145,-73.9955579791997,"(40.683069286612145, -73.9955579791997)"
37331911,10/02/2017 12:40:00 PM,10/04/2017 12:00:00 PM,DSNY,BCC - Brooklyn North,Overflowing Recycling Baskets,6R Overflowing Recycling Baskets,Sidewalk,11201,,,,,HENRY STREET,PINEAPPLE STREET,INTERSECTION,BROOKLYN,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,10/04/2017 12:00:00 PM,02 BROOKLYN,,BROOKLYN,986272,193613,PHONE,Unspecified,BROOKLYN,,,,,,,,40.69809949967424,-73.99270796189893,"(40.69809949967424, -73.99270796189893)"
33810743,07/11/2016 10:24:00 AM,07/13/2016 12:00:00 PM,DSNY,Bronx 08,Overflowing Recycling Baskets,6R Overflowing Recycling Baskets,Sidewalk,10471,,,WEST 259 STREET,RIVERDALE AVENUE,WEST 259 STREET,RIVERDALE AVENUE,INTERSECTION,BRONX,,N/A,Closed,,The Department of Sanitation cleaned the location.,07/18/2016 12:00:00 PM,08 BRONX,,BRONX,1010759,269687,PHONE,Unspecified,BRONX,,,,,,,,40.90686206203151,-73.90409897036128,"(40.90686206203151, -73.90409897036128)"
33809373,07/10/2016 02:42:00 PM,07/11/2016 12:00:00 PM,DSNY,BCC - Queens West,Overflowing Recycling Baskets,6R Overflowing Recycling Baskets,Sidewalk,11418,91-40 114 STREET,114 STREET,,,,,ADDRESS,Richmond Hill,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,07/11/2016 12:00:00 PM,09 QUEENS,4093210011,QUEENS,1030565,192342,PHONE,Unspecified,QUEENS,,,,,,,,40.69448993922939,-73.83298087794476,"(40.69448993922939, -73.83298087794476)"
33807596,07/10/2016 09:57:00 AM,07/13/2016 12:00:00 PM,DSNY,Bronx 08,Overflowing Recycling Baskets,6R Overflowing Recycling Baskets,Sidewalk,10471,,,RIVERDALE AVENUE,WEST 259 STREET,RIVERDALE AVENUE,WEST 259 STREET,INTERSECTION,BRONX,,N/A,Closed,,The Department of Sanitation cleaned the location.,07/13/2016 12:00:00 PM,08 BRONX,,BRONX,1010759,269687,PHONE,Unspecified,BRONX,,,,,,,,40.90686206203151,-73.90409897036128,"(40.90686206203151, -73.90409897036128)"
33775104,07/05/2016 10:24:00 PM,07/06/2016 12:00:00 PM,DSNY,BCC - Queens East,Overflowing Recycling Baskets,6R Overflowing Recycling Baskets,Sidewalk,11428,222-34 92 AVENUE,92 AVENUE,,,,,ADDRESS,Queens Village,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,07/06/2016 12:00:00 PM,13 QUEENS,4107530023,QUEENS,1057817,204140,PHONE,Unspecified,QUEENS,,,,,,,,40.72668792061416,-73.73457748675794,"(40.72668792061416, -73.73457748675794)"
33721969,06/29/2016 01:17:00 PM,06/29/2016 01:17:00 PM,DSNY,Manhattan 07,Overflowing Recycling Baskets,6R Overflowing Recycling Baskets,Sidewalk,10024,,,,,WEST 90 STREET,BROADWAY,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,06/29/2016 01:17:00 PM,07 MANHATTAN,,MANHATTAN,991293,227403,PHONE,Unspecified,MANHATTAN,,,,,,,,40.79084201128931,-73.97456510009495,"(40.79084201128931, -73.97456510009495)"
33622012,06/16/2016 04:15:00 PM,06/16/2016 04:15:00 PM,DSNY,Manhattan 07,Overflowing Recycling Baskets,6R Overflowing Recycling Baskets,Sidewalk,10024,2197 BROADWAY,BROADWAY,WEST 77 STREET,WEST 78 STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,06/16/2016 04:15:00 PM,07 MANHATTAN,1011690057,MANHATTAN,989634,224548,PHONE,Unspecified,MANHATTAN,,,,,,,,40.78300696644881,-73.98055865595072,"(40.78300696644881, -73.98055865595072)"
33592639,06/13/2016 10:47:00 AM,06/14/2016 12:00:00 PM,DSNY,Brooklyn South 10,Overflowing Recycling Baskets,6R Overflowing Recycling Baskets,Sidewalk,11220,,,,,67 STREET,COLONIAL ROAD,INTERSECTION,BROOKLYN,,N/A,Closed,,The Department of Sanitation cleaned the location.,06/14/2016 12:00:00 PM,10 BROOKLYN,,BROOKLYN,975835,172319,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63964845676748,-74.03032084616878,"(40.63964845676748, -74.03032084616878)"
33492617,06/01/2016 08:23:00 AM,06/02/2016 12:00:00 PM,DSNY,BCC - Brooklyn South,Overflowing Recycling Baskets,6R Overflowing Recycling Baskets,Sidewalk,11229,,,,,EAST 16 STREET,KINGS HIGHWAY,INTERSECTION,BROOKLYN,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,06/02/2016 12:00:00 PM,15 BROOKLYN,,BROOKLYN,996077,161202,PHONE,Unspecified,BROOKLYN,,,,,,,,40.60913072508507,-73.95740454841642,"(40.60913072508507, -73.95740454841642)"
33332380,05/11/2016 12:07:00 PM,05/12/2016 12:00:00 PM,DSNY,Manhattan 02,Overflowing Recycling Baskets,6R Overflowing Recycling Baskets,Sidewalk,10012,,,,,WEST HOUSTON STREET,MERCER STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,05/12/2016 12:00:00 PM,02 MANHATTAN,,MANHATTAN,984912,203704,PHONE,Unspecified,MANHATTAN,,,,,,,,40.72579709959914,-73.99761160457604,"(40.72579709959914, -73.99761160457604)"
33238368,04/28/2016 03:43:00 PM,04/29/2016 12:00:00 PM,DSNY,BCC - Brooklyn North,Overflowing Recycling Baskets,6R Overflowing Recycling Baskets,Sidewalk,11201,,,,,CLINTON STREET,ATLANTIC AVENUE,INTERSECTION,BROOKLYN,,DSNY Garage,Closed,,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",04/29/2016 12:00:00 PM,02 BROOKLYN,,BROOKLYN,985814,190749,PHONE,Unspecified,BROOKLYN,,,,,,,,40.69023857588785,-73.99436033480413,"(40.69023857588785, -73.99436033480413)"
33182634,04/21/2016 10:59:00 AM,04/22/2016 12:00:00 PM,DSNY,BCC - Staten Island,Overflowing Recycling Baskets,6R Overflowing Recycling Baskets,Sidewalk,10304,613 BAY STREET,BAY STREET,WATER STREET,CANAL STREET,,,ADDRESS,STATEN ISLAND,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,04/22/2016 12:00:00 PM,01 STATEN ISLAND,5004930003,STATEN ISLAND,963210,167698,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.626943803777344,-74.07579670018804,"(40.626943803777344, -74.07579670018804)"
32987840,03/25/2016 07:44:00 AM,03/25/2016 12:00:00 PM,DSNY,Manhattan 07,Overflowing Recycling Baskets,6R Overflowing Recycling Baskets,Sidewalk,10025,,,,,BROADWAY,WEST 93 STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,03/25/2016 12:00:00 PM,07 MANHATTAN,,MANHATTAN,991674,228088,PHONE,Unspecified,MANHATTAN,,,,,,,,40.79272183973484,-73.97318840989995,"(40.79272183973484, -73.97318840989995)"
32776575,02/26/2016 09:05:00 AM,02/26/2016 12:00:00 PM,DSNY,BCC - Brooklyn South,Overflowing Recycling Baskets,6R Overflowing Recycling Baskets,Sidewalk,11223,306 KINGS HIGHWAY,KINGS HIGHWAY,,,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,The Department of Sanitation removed the items.,02/26/2016 12:00:00 PM,11 BROOKLYN,3066500022,BROOKLYN,990002,159723,PHONE,Unspecified,BROOKLYN,,,,,,,,40.605077198591346,-73.97928518183384,"(40.605077198591346, -73.97928518183384)"
32479892,01/22/2016 01:49:00 PM,01/25/2016 12:00:00 PM,DSNY,BCC - Manhattan,Overflowing Recycling Baskets,6R Overflowing Recycling Baskets,Sidewalk,10033,200 PINEHURST AVENUE,PINEHURST AVENUE,,,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,01/25/2016 12:00:00 PM,12 MANHATTAN,1021790158,MANHATTAN,1001404,250719,PHONE,Unspecified,MANHATTAN,,,,,,,,40.85482396627592,-73.93799091029794,"(40.85482396627592, -73.93799091029794)"
32416974,01/14/2016 04:08:00 PM,01/15/2016 12:00:00 PM,DSNY,BCC - Staten Island,Overflowing Recycling Baskets,6R Overflowing Recycling Baskets,Sidewalk,10314,,,,,VICTORY BOULEVARD,MANOR ROAD,INTERSECTION,STATEN ISLAND,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,01/15/2016 12:00:00 PM,01 STATEN ISLAND,,STATEN ISLAND,950223,162661,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.61307793694791,-74.12255699238123,"(40.61307793694791, -74.12255699238123)"
32151682,12/07/2015 06:45:00 PM,12/08/2015 12:00:00 PM,DSNY,BCC - Manhattan,Overflowing Recycling Baskets,6R Overflowing Recycling Baskets,Sidewalk,10032,515 WEST  160 STREET,WEST  160 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,12/08/2015 12:00:00 PM,12 MANHATTAN,1021190050,MANHATTAN,1000480,243506,PHONE,Unspecified,MANHATTAN,,,,,,,,40.83502814949901,-73.94134848613588,"(40.83502814949901, -73.94134848613588)"
31976023,11/13/2015 11:17:00 AM,11/14/2015 12:00:00 PM,DSNY,Manhattan 08,Overflowing Recycling Baskets,6R Overflowing Recycling Baskets,Sidewalk,10128,,,,,EAST 91 STREET,LEXINGTON AVENUE,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,11/14/2015 12:00:00 PM,08 MANHATTAN,,MANHATTAN,997194,224433,PHONE,Unspecified,MANHATTAN,,,,,,,,40.78268348345864,-73.95326011428742,"(40.78268348345864, -73.95326011428742)"
31879523,10/30/2015 04:33:00 PM,11/09/2015 12:00:00 PM,DSNY,BCC - Brooklyn South,Overflowing Recycling Baskets,6R Overflowing Recycling Baskets,Sidewalk,11217,89 7 AVENUE,7 AVENUE,,,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,11/09/2015 12:00:00 PM,06 BROOKLYN,3010630001,BROOKLYN,991075,185036,PHONE,Unspecified,BROOKLYN,,,,,,,,40.67455519850857,-73.97539535543946,"(40.67455519850857, -73.97539535543946)"
31841323,10/27/2015 03:30:00 PM,10/28/2015 12:00:00 PM,DSNY,Manhattan 08,Overflowing Recycling Baskets,6R Overflowing Recycling Baskets,Sidewalk,10021,517 EAST   71 STREET,EAST   71 STREET,,,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,10/28/2015 12:00:00 PM,08 MANHATTAN,1014830038,MANHATTAN,997081,218332,PHONE,Unspecified,MANHATTAN,,,,,,,,40.76593800495037,-73.95367979867872,"(40.76593800495037, -73.95367979867872)"
31805833,10/21/2015 06:26:00 PM,10/24/2015 12:00:00 PM,DSNY,BCC - Brooklyn North,Overflowing Recycling Baskets,6R Overflowing Recycling Baskets,Sidewalk,11211,,,,,NORTH 8 STREET,BEDFORD AVENUE,INTERSECTION,BROOKLYN,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,10/24/2015 12:00:00 PM,01 BROOKLYN,,BROOKLYN,996133,201007,PHONE,Unspecified,BROOKLYN,,,,,,,,40.71838653050997,-73.95713270649787,"(40.71838653050997, -73.95713270649787)"
31648359,09/30/2015 02:09:00 AM,10/01/2015 12:00:00 PM,DSNY,Bronx 11,Overflowing Recycling Baskets,6R Overflowing Recycling Baskets,Sidewalk,10462,2138 WHITE PLAINS ROAD,WHITE PLAINS ROAD,LYDIG AVENUE,CRUGER AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",10/01/2015 12:00:00 PM,11 BRONX,2042870031,BRONX,1020850,250578,PHONE,Unspecified,BRONX,,,,,,,,40.854377765941344,-73.8676974390207,"(40.854377765941344, -73.8676974390207)"
31641271,09/29/2015 07:33:00 AM,09/30/2015 12:00:00 PM,DSNY,BCC - Brooklyn North,Overflowing Recycling Baskets,6R Overflowing Recycling Baskets,Sidewalk,,,,,,JORALEMON STREET,COURT STREET,INTERSECTION,,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,09/30/2015 12:00:00 PM,02 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,
31635957,09/28/2015 06:58:00 PM,10/01/2015 12:00:00 PM,DSNY,BCC - Brooklyn North,Overflowing Recycling Baskets,6R Overflowing Recycling Baskets,Sidewalk,11211,,,,,BEDFORD AVENUE,NORTH 8 STREET,INTERSECTION,BROOKLYN,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,10/01/2015 12:00:00 PM,01 BROOKLYN,,BROOKLYN,996133,201007,PHONE,Unspecified,BROOKLYN,,,,,,,,40.71838653050997,-73.95713270649787,"(40.71838653050997, -73.95713270649787)"
31635523,09/28/2015 09:07:00 AM,09/28/2015 12:00:00 PM,DSNY,BCC - Staten Island,Overflowing Recycling Baskets,6R Overflowing Recycling Baskets,Sidewalk,10304,363 VAN DUZER STREET,VAN DUZER STREET,PROSPECT STREET,BEACH STREET,,,ADDRESS,STATEN ISLAND,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,09/28/2015 12:00:00 PM,01 STATEN ISLAND,5005130057,STATEN ISLAND,962209,168548,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.62927443992769,-74.07940558129756,"(40.62927443992769, -74.07940558129756)"
31594847,09/22/2015 05:08:00 PM,10/01/2015 12:00:00 PM,DSNY,BCC - Manhattan,Overflowing Recycling Baskets,6R Overflowing Recycling Baskets,Sidewalk,10026,,,,,WEST 110 STREET,MANHATTAN AVENUE,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,10/01/2015 12:00:00 PM,07 MANHATTAN,,MANHATTAN,995422,231162,PHONE,Unspecified,MANHATTAN,,,,,,,,40.80115519004286,-73.95964748925181,"(40.80115519004286, -73.95964748925181)"
31588427,09/22/2015 02:09:00 PM,09/23/2015 12:00:00 PM,DSNY,BCC - Bronx,Overflowing Recycling Baskets,6R Overflowing Recycling Baskets,Sidewalk,10458,489 EAST  183 STREET,EAST  183 STREET,,,,,ADDRESS,BRONX,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,09/23/2015 12:00:00 PM,06 BRONX,2030530055,BRONX,1013894,250842,PHONE,Unspecified,BRONX,,,,,,,,40.8551284623304,-73.89284095980005,"(40.8551284623304, -73.89284095980005)"
31587348,09/21/2015 04:44:00 PM,09/22/2015 12:00:00 PM,DSNY,BCC - Staten Island,Overflowing Recycling Baskets,6R Overflowing Recycling Baskets,Sidewalk,10314,1760 VICTORY BOULEVARD,VICTORY BOULEVARD,WINTHROP PLACE,MANOR ROAD,,,ADDRESS,STATEN ISLAND,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,09/22/2015 12:00:00 PM,01 STATEN ISLAND,5007070001,STATEN ISLAND,950318,162667,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.61309477000726,-74.1222148560423,"(40.61309477000726, -74.1222148560423)"
31493857,09/09/2015 02:55:00 PM,09/11/2015 12:00:00 PM,DSNY,Manhattan 07,Overflowing Recycling Baskets,6R Overflowing Recycling Baskets,Sidewalk,10025,2740 BROADWAY,BROADWAY,WEST 105 STREET,WEST 106 STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,09/11/2015 12:00:00 PM,07 MANHATTAN,1018770015,MANHATTAN,993124,230971,PHONE,Unspecified,MANHATTAN,,,,,,,,40.800633554036025,-73.96794796190498,"(40.800633554036025, -73.96794796190498)"
31492712,09/09/2015 05:47:00 PM,09/11/2015 12:00:00 PM,DSNY,Manhattan 07,Overflowing Recycling Baskets,6R Overflowing Recycling Baskets,Sidewalk,10023,,,,,BROADWAY,WEST 72 STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,09/11/2015 12:00:00 PM,07 MANHATTAN,,MANHATTAN,989220,223013,PHONE,Unspecified,MANHATTAN,,,,,,,,40.77879404063979,-73.98205472388632,"(40.77879404063979, -73.98205472388632)"
